t1,t2,t3,t4,t5,t6,t7,t8,t9,pre
41,41,41,41,40,40,41,41,41,41
41,41,41,40,40,41,41,41,41,41
41,41,40,40,41,41,41,41,41,41
41,40,40,41,41,41,41,41,41,41
40,40,41,41,41,41,41,41,41,41
40,41,41,41,41,41,41,41,41,41
41,41,41,41,41,41,41,41,41,41
41,41,41,41,41,41,41,41,41,41
41,41,41,41,41,41,41,41,41,41
41,41,41,41,41,41,41,41,41,41
41,41,41,41,41,41,41,41,41,41
41,41,41,41,41,41,41,41,41,42
41,41,41,41,41,41,41,41,42,42
41,41,41,41,41,41,41,42,42,41
41,41,41,41,41,41,42,42,41,41
41,41,41,41,41,42,42,41,41,42
41,41,41,41,42,42,41,41,42,42
41,41,41,42,42,41,41,42,42,43
41,41,42,42,41,41,42,42,43,43
41,42,42,41,41,42,42,43,43,42
42,42,41,41,42,42,43,43,42,42
42,41,41,42,42,43,43,42,42,43
41,41,42,42,43,43,42,42,43,43
41,42,42,43,43,42,42,43,43,42
42,42,43,43,42,42,43,43,42,42
42,43,43,42,42,43,43,42,42,43
43,43,42,42,43,43,42,42,43,43
43,42,42,43,43,42,42,43,43,42
42,42,43,43,42,42,43,43,42,42
42,43,43,42,42,43,43,42,42,43
43,43,42,42,43,43,42,42,43,43
43,42,42,43,43,42,42,43,43,42
42,42,43,43,42,42,43,43,42,42
42,43,43,42,42,43,43,42,42,44
43,43,42,42,43,43,42,42,44,44
43,42,42,43,43,42,42,44,44,42
42,42,43,43,42,42,44,44,42,42
42,43,43,42,42,44,44,42,42,43
43,43,42,42,44,44,42,42,43,43
43,42,42,44,44,42,42,43,43,42
42,42,44,44,42,42,43,43,42,42
42,44,44,42,42,43,43,42,42,43
44,44,42,42,43,43,42,42,43,43
44,42,42,43,43,42,42,43,43,42
42,42,43,43,42,42,43,43,42,42
42,43,43,42,42,43,43,42,42,43
43,43,42,42,43,43,42,42,43,43
43,42,42,43,43,42,42,43,43,42
42,42,43,43,42,42,43,43,42,42
42,43,43,42,42,43,43,42,42,43
43,43,42,42,43,43,42,42,43,43
43,42,42,43,43,42,42,43,43,42
42,42,43,43,42,42,43,43,42,42
42,43,43,42,42,43,43,42,42,43
43,43,42,42,43,43,42,42,43,43
43,42,42,43,43,42,42,43,43,42
42,42,43,43,42,42,43,43,42,42
42,43,43,42,42,43,43,42,42,43
43,43,42,42,43,43,42,42,43,43
43,42,42,43,43,42,42,43,43,42
42,42,43,43,42,42,43,43,42,42
42,43,43,42,42,43,43,42,42,43
43,43,42,42,43,43,42,42,43,43
43,42,42,43,43,42,42,43,43,42
42,42,43,43,42,42,43,43,42,42
42,43,43,42,42,43,43,42,42,43
43,43,42,42,43,43,42,42,43,43
43,42,42,43,43,42,42,43,43,42
42,42,43,43,42,42,43,43,42,42
42,43,43,42,42,43,43,42,42,43
43,43,42,42,43,43,42,42,43,43
43,42,42,43,43,42,42,43,43,42
42,42,43,43,42,42,43,43,42,42
42,43,43,42,42,43,43,42,42,43
43,43,42,42,43,43,42,42,43,43
43,42,42,43,43,42,42,43,43,42
42,42,43,43,42,42,43,43,42,42
42,43,43,42,42,43,43,42,42,41
43,43,42,42,43,43,42,42,41,41
43,42,42,43,43,42,42,41,41,43
42,42,43,43,42,42,41,41,43,43
42,43,43,42,42,41,41,43,43,41
43,43,42,42,41,41,43,43,41,41
43,42,42,41,41,43,43,41,41,40
42,42,41,41,43,43,41,41,40,40
42,41,41,43,43,41,41,40,40,41
41,41,43,43,41,41,40,40,41,41
41,43,43,41,41,40,40,41,41,42
43,43,41,41,40,40,41,41,42,42
43,41,41,40,40,41,41,42,42,41
41,41,40,40,41,41,42,42,41,41
41,40,40,41,41,42,42,41,41,41
40,40,41,41,42,42,41,41,41,41
40,41,41,42,42,41,41,41,41,41
41,41,42,42,41,41,41,41,41,41
41,42,42,41,41,41,41,41,41,41
42,42,41,41,41,41,41,41,41,41
42,41,41,41,41,41,41,41,41,41
41,41,41,41,41,41,41,41,41,41
41,41,41,41,41,41,41,41,41,42
41,41,41,41,41,41,41,41,42,42
41,41,41,41,41,41,41,42,42,41
41,41,41,41,41,41,42,42,41,41
41,41,41,41,41,42,42,41,41,41
41,41,41,41,42,42,41,41,41,41
41,41,41,42,42,41,41,41,41,41
41,41,42,42,41,41,41,41,41,41
41,42,42,41,41,41,41,41,41,41
42,42,41,41,41,41,41,41,41,41
42,41,41,41,41,41,41,41,41,41
41,41,41,41,41,41,41,41,41,41
41,41,41,41,41,41,41,41,41,41
41,41,41,41,41,41,41,41,41,41
41,41,41,41,41,41,41,41,41,41
41,41,41,41,41,41,41,41,41,41
41,41,41,41,41,41,41,41,41,41
41,41,41,41,41,41,41,41,41,41
41,41,41,41,41,41,41,41,41,41
41,41,41,41,41,41,41,41,41,41
41,41,41,41,41,41,41,41,41,40
41,41,41,41,41,41,41,41,40,40
41,41,41,41,41,41,41,40,40,41
41,41,41,41,41,41,40,40,41,41
41,41,41,41,41,40,40,41,41,40
41,41,41,41,40,40,41,41,40,40
41,41,41,40,40,41,41,40,40,40
41,41,40,40,41,41,40,40,40,40
41,40,40,41,41,40,40,40,40,40
40,40,41,41,40,40,40,40,40,40
40,41,41,40,40,40,40,40,40,40
41,41,40,40,40,40,40,40,40,40
41,40,40,40,40,40,40,40,40,41
40,40,40,40,40,40,40,40,41,41
40,40,40,40,40,40,40,41,41,40
40,40,40,40,40,40,41,41,40,40
40,40,40,40,40,41,41,40,40,41
40,40,40,40,41,41,40,40,41,41
40,40,40,41,41,40,40,41,41,39
40,40,41,41,40,40,41,41,39,39
40,41,41,40,40,41,41,39,39,40
41,41,40,40,41,41,39,39,40,40
41,40,40,41,41,39,39,40,40,41
40,40,41,41,39,39,40,40,41,41
40,41,41,39,39,40,40,41,41,40
41,41,39,39,40,40,41,41,40,40
41,39,39,40,40,41,41,40,40,40
39,39,40,40,41,41,40,40,40,40
39,40,40,41,41,40,40,40,40,40
40,40,41,41,40,40,40,40,40,40
40,41,41,40,40,40,40,40,40,40
41,41,40,40,40,40,40,40,40,40
41,40,40,40,40,40,40,40,40,40
40,40,40,40,40,40,40,40,40,40
40,40,40,40,40,40,40,40,40,39
40,40,40,40,40,40,40,40,39,39
40,40,40,40,40,40,40,39,39,39
40,40,40,40,40,40,39,39,39,39
40,40,40,40,40,39,39,39,39,39
40,40,40,40,39,39,39,39,39,39
40,40,40,39,39,39,39,39,39,39
40,40,39,39,39,39,39,39,39,39
40,39,39,39,39,39,39,39,39,38
39,39,39,39,39,39,39,39,38,38
39,39,39,39,39,39,39,38,38,39
39,39,39,39,39,39,38,38,39,39
39,39,39,39,39,38,38,39,39,39
39,39,39,39,38,38,39,39,39,39
39,39,39,38,38,39,39,39,39,38
39,39,38,38,39,39,39,39,38,38
39,38,38,39,39,39,39,38,38,39
38,38,39,39,39,39,38,38,39,39
38,39,39,39,39,38,38,39,39,39
39,39,39,39,38,38,39,39,39,39
39,39,39,38,38,39,39,39,39,38
39,39,38,38,39,39,39,39,38,38
39,38,38,39,39,39,39,38,38,39
38,38,39,39,39,39,38,38,39,39
38,39,39,39,39,38,38,39,39,39
39,39,39,39,38,38,39,39,39,39
39,39,39,38,38,39,39,39,39,40
39,39,38,38,39,39,39,39,40,40
39,38,38,39,39,39,39,40,40,39
38,38,39,39,39,39,40,40,39,39
38,39,39,39,39,40,40,39,39,40
39,39,39,39,40,40,39,39,40,40
39,39,39,40,40,39,39,40,40,39
39,39,40,40,39,39,40,40,39,39
39,40,40,39,39,40,40,39,39,38
40,40,39,39,40,40,39,39,38,38
40,39,39,40,40,39,39,38,38,39
39,39,40,40,39,39,38,38,39,39
39,40,40,39,39,38,38,39,39,38
40,40,39,39,38,38,39,39,38,38
40,39,39,38,38,39,39,38,38,39
39,39,38,38,39,39,38,38,39,39
39,38,38,39,39,38,38,39,39,38
38,38,39,39,38,38,39,39,38,38
38,39,39,38,38,39,39,38,38,39
39,39,38,38,39,39,38,38,39,39
39,38,38,39,39,38,38,39,39,38
38,38,39,39,38,38,39,39,38,38
38,39,39,38,38,39,39,38,38,38
39,39,38,38,39,39,38,38,38,38
39,38,38,39,39,38,38,38,38,38
38,38,39,39,38,38,38,38,38,38
38,39,39,38,38,38,38,38,38,37
39,39,38,38,38,38,38,38,37,37
39,38,38,38,38,38,38,37,37,38
38,38,38,38,38,38,37,37,38,38
38,38,38,38,38,37,37,38,38,37
38,38,38,38,37,37,38,38,37,37
38,38,38,37,37,38,38,37,37,37
38,38,37,37,38,38,37,37,37,37
38,37,37,38,38,37,37,37,37,37
37,37,38,38,37,37,37,37,37,37
37,38,38,37,37,37,37,37,37,37
38,38,37,37,37,37,37,37,37,37
38,37,37,37,37,37,37,37,37,36
37,37,37,37,37,37,37,37,36,36
37,37,37,37,37,37,37,36,36,37
37,37,37,37,37,37,36,36,37,37
37,37,37,37,37,36,36,37,37,37
37,37,37,37,36,36,37,37,37,37
37,37,37,36,36,37,37,37,37,37
37,37,36,36,37,37,37,37,37,37
37,36,36,37,37,37,37,37,37,36
36,36,37,37,37,37,37,37,36,36
36,37,37,37,37,37,37,36,36,37
37,37,37,37,37,37,36,36,37,37
37,37,37,37,37,36,36,37,37,36
37,37,37,37,36,36,37,37,36,36
37,37,37,36,36,37,37,36,36,36
37,37,36,36,37,37,36,36,36,36
37,36,36,37,37,36,36,36,36,36
36,36,37,37,36,36,36,36,36,36
36,37,37,36,36,36,36,36,36,36
37,37,36,36,36,36,36,36,36,36
37,36,36,36,36,36,36,36,36,35
36,36,36,36,36,36,36,36,35,35
36,36,36,36,36,36,36,35,35,36
36,36,36,36,36,36,35,35,36,36
36,36,36,36,36,35,35,36,36,35
36,36,36,36,35,35,36,36,35,35
36,36,36,35,35,36,36,35,35,36
36,36,35,35,36,36,35,35,36,36
36,35,35,36,36,35,35,36,36,36
35,35,36,36,35,35,36,36,36,36
35,36,36,35,35,36,36,36,36,34
36,36,35,35,36,36,36,36,34,34
36,35,35,36,36,36,36,34,34,36
35,35,36,36,36,36,34,34,36,36
35,36,36,36,36,34,34,36,36,35
36,36,36,36,34,34,36,36,35,35
36,36,36,34,34,36,36,35,35,36
36,36,34,34,36,36,35,35,36,36
36,34,34,36,36,35,35,36,36,35
34,34,36,36,35,35,36,36,35,35
34,36,36,35,35,36,36,35,35,35
36,36,35,35,36,36,35,35,35,35
36,35,35,36,36,35,35,35,35,35
35,35,36,36,35,35,35,35,35,35
35,36,36,35,35,35,35,35,35,36
36,36,35,35,35,35,35,35,36,36
36,35,35,35,35,35,35,36,36,35
35,35,35,35,35,35,36,36,35,35
35,35,35,35,35,36,36,35,35,35
35,35,35,35,36,36,35,35,35,35
35,35,35,36,36,35,35,35,35,36
35,35,36,36,35,35,35,35,36,36
35,36,36,35,35,35,35,36,36,35
36,36,35,35,35,35,36,36,35,35
36,35,35,35,35,36,36,35,35,34
35,35,35,35,36,36,35,35,34,34
35,35,35,36,36,35,35,34,34,36
35,35,36,36,35,35,34,34,36,36
35,36,36,35,35,34,34,36,36,35
36,36,35,35,34,34,36,36,35,35
36,35,35,34,34,36,36,35,35,35
35,35,34,34,36,36,35,35,35,35
35,34,34,36,36,35,35,35,35,36
34,34,36,36,35,35,35,35,36,36
34,36,36,35,35,35,35,36,36,35
36,36,35,35,35,35,36,36,35,35
36,35,35,35,35,36,36,35,35,36
35,35,35,35,36,36,35,35,36,36
35,35,35,36,36,35,35,36,36,35
35,35,36,36,35,35,36,36,35,35
35,36,36,35,35,36,36,35,35,36
36,36,35,35,36,36,35,35,36,36
36,35,35,36,36,35,35,36,36,36
35,35,36,36,35,35,36,36,36,36
35,36,36,35,35,36,36,36,36,36
36,36,35,35,36,36,36,36,36,36
36,35,35,36,36,36,36,36,36,35
35,35,36,36,36,36,36,36,35,35
35,36,36,36,36,36,36,35,35,36
36,36,36,36,36,36,35,35,36,36
36,36,36,36,36,35,35,36,36,35
36,36,36,36,35,35,36,36,35,35
36,36,36,35,35,36,36,35,35,36
36,36,35,35,36,36,35,35,36,36
36,35,35,36,36,35,35,36,36,36
35,35,36,36,35,35,36,36,36,36
35,36,36,35,35,36,36,36,36,35
36,36,35,35,36,36,36,36,35,35
36,35,35,36,36,36,36,35,35,36
35,35,36,36,36,36,35,35,36,36
35,36,36,36,36,35,35,36,36,35
36,36,36,36,35,35,36,36,35,35
36,36,36,35,35,36,36,35,35,36
36,36,35,35,36,36,35,35,36,36
36,35,35,36,36,35,35,36,36,35
35,35,36,36,35,35,36,36,35,35
35,36,36,35,35,36,36,35,35,36
36,36,35,35,36,36,35,35,36,36
36,35,35,36,36,35,35,36,36,35
35,35,36,36,35,35,36,36,35,35
35,36,36,35,35,36,36,35,35,36
36,36,35,35,36,36,35,35,36,36
36,35,35,36,36,35,35,36,36,35
35,35,36,36,35,35,36,36,35,35
35,36,36,35,35,36,36,35,35,36
36,36,35,35,36,36,35,35,36,36
36,35,35,36,36,35,35,36,36,35
35,35,36,36,35,35,36,36,35,35
35,36,36,35,35,36,36,35,35,36
36,36,35,35,36,36,35,35,36,36
36,35,35,36,36,35,35,36,36,35
35,35,36,36,35,35,36,36,35,35
35,36,36,35,35,36,36,35,35,35
36,36,35,35,36,36,35,35,35,35
36,35,35,36,36,35,35,35,35,35
35,35,36,36,35,35,35,35,35,35
35,36,36,35,35,35,35,35,35,35
36,36,35,35,35,35,35,35,35,35
36,35,35,35,35,35,35,35,35,36
35,35,35,35,35,35,35,35,36,36
35,35,35,35,35,35,35,36,36,35
35,35,35,35,35,35,36,36,35,35
35,35,35,35,35,36,36,35,35,36
35,35,35,35,36,36,35,35,36,36
35,35,35,36,36,35,35,36,36,35
35,35,36,36,35,35,36,36,35,35
35,36,36,35,35,36,36,35,35,36
36,36,35,35,36,36,35,35,36,36
36,35,35,36,36,35,35,36,36,35
35,35,36,36,35,35,36,36,35,35
35,36,36,35,35,36,36,35,35,36
36,36,35,35,36,36,35,35,36,36
36,35,35,36,36,35,35,36,36,36
35,35,36,36,35,35,36,36,36,36
35,36,36,35,35,36,36,36,36,37
36,36,35,35,36,36,36,36,37,37
36,35,35,36,36,36,36,37,37,36
35,35,36,36,36,36,37,37,36,36
35,36,36,36,36,37,37,36,36,35
36,36,36,36,37,37,36,36,35,35
36,36,36,37,37,36,36,35,35,37
36,36,37,37,36,36,35,35,37,37
36,37,37,36,36,35,35,37,37,36
37,37,36,36,35,35,37,37,36,36
37,36,36,35,35,37,37,36,36,35
36,36,35,35,37,37,36,36,35,35
36,35,35,37,37,36,36,35,35,36
35,35,37,37,36,36,35,35,36,36
35,37,37,36,36,35,35,36,36,37
37,37,36,36,35,35,36,36,37,37
37,36,36,35,35,36,36,37,37,37
36,36,35,35,36,36,37,37,37,37
36,35,35,36,36,37,37,37,37,36
35,35,36,36,37,37,37,37,36,36
35,36,36,37,37,37,37,36,36,35
36,36,37,37,37,37,36,36,35,35
36,37,37,37,37,36,36,35,35,36
37,37,37,37,36,36,35,35,36,36
37,37,37,36,36,35,35,36,36,35
37,37,36,36,35,35,36,36,35,35
37,36,36,35,35,36,36,35,35,37
36,36,35,35,36,36,35,35,37,37
36,35,35,36,36,35,35,37,37,36
35,35,36,36,35,35,37,37,36,36
35,36,36,35,35,37,37,36,36,37
36,36,35,35,37,37,36,36,37,37
36,35,35,37,37,36,36,37,37,36
35,35,37,37,36,36,37,37,36,36
35,37,37,36,36,37,37,36,36,36
37,37,36,36,37,37,36,36,36,36
37,36,36,37,37,36,36,36,36,36
36,36,37,37,36,36,36,36,36,36
36,37,37,36,36,36,36,36,36,36
37,37,36,36,36,36,36,36,36,36
37,36,36,36,36,36,36,36,36,37
36,36,36,36,36,36,36,36,37,37
36,36,36,36,36,36,36,37,37,37
36,36,36,36,36,36,37,37,37,37
36,36,36,36,36,37,37,37,37,36
36,36,36,36,37,37,37,37,36,36
36,36,36,37,37,37,37,36,36,37
36,36,37,37,37,37,36,36,37,37
36,37,37,37,37,36,36,37,37,36
37,37,37,37,36,36,37,37,36,36
37,37,37,36,36,37,37,36,36,37
37,37,36,36,37,37,36,36,37,37
37,36,36,37,37,36,36,37,37,36
36,36,37,37,36,36,37,37,36,36
36,37,37,36,36,37,37,36,36,37
37,37,36,36,37,37,36,36,37,37
37,36,36,37,37,36,36,37,37,36
36,36,37,37,36,36,37,37,36,36
36,37,37,36,36,37,37,36,36,37
37,37,36,36,37,37,36,36,37,37
37,36,36,37,37,36,36,37,37,36
36,36,37,37,36,36,37,37,36,36
36,37,37,36,36,37,37,36,36,36
37,37,36,36,37,37,36,36,36,36
37,36,36,37,37,36,36,36,36,36
36,36,37,37,36,36,36,36,36,36
36,37,37,36,36,36,36,36,36,35
37,37,36,36,36,36,36,36,35,35
37,36,36,36,36,36,36,35,35,35
36,36,36,36,36,36,35,35,35,35
36,36,36,36,36,35,35,35,35,35
36,36,36,36,35,35,35,35,35,35
36,36,36,35,35,35,35,35,35,36
36,36,35,35,35,35,35,35,36,36
36,35,35,35,35,35,35,36,36,35
35,35,35,35,35,35,36,36,35,35
35,35,35,35,35,36,36,35,35,36
35,35,35,35,36,36,35,35,36,36
35,35,35,36,36,35,35,36,36,36
35,35,36,36,35,35,36,36,36,36
35,36,36,35,35,36,36,36,36,35
36,36,35,35,36,36,36,36,35,35
36,35,35,36,36,36,36,35,35,34
35,35,36,36,36,36,35,35,34,34
35,36,36,36,36,35,35,34,34,35
36,36,36,36,35,35,34,34,35,35
36,36,36,35,35,34,34,35,35,35
36,36,35,35,34,34,35,35,35,35
36,35,35,34,34,35,35,35,35,34
35,35,34,34,35,35,35,35,34,34
35,34,34,35,35,35,35,34,34,33
34,34,35,35,35,35,34,34,33,33
34,35,35,35,35,34,34,33,33,33
35,35,35,35,34,34,33,33,33,33
35,35,35,34,34,33,33,33,33,33
35,35,34,34,33,33,33,33,33,33
35,34,34,33,33,33,33,33,33,34
34,34,33,33,33,33,33,33,34,34
34,33,33,33,33,33,33,34,34,33
33,33,33,33,33,33,34,34,33,33
33,33,33,33,33,34,34,33,33,33
33,33,33,33,34,34,33,33,33,33
33,33,33,34,34,33,33,33,33,34
33,33,34,34,33,33,33,33,34,34
33,34,34,33,33,33,33,34,34,34
34,34,33,33,33,33,34,34,34,34
34,33,33,33,33,34,34,34,34,35
33,33,33,33,34,34,34,34,35,35
33,33,33,34,34,34,34,35,35,35
33,33,34,34,34,34,35,35,35,35
33,34,34,34,34,35,35,35,35,36
34,34,34,34,35,35,35,35,36,36
34,34,34,35,35,35,35,36,36,37
34,34,35,35,35,35,36,36,37,37
34,35,35,35,35,36,36,37,37,36
35,35,35,35,36,36,37,37,36,36
35,35,35,36,36,37,37,36,36,37
35,35,36,36,37,37,36,36,37,37
35,36,36,37,37,36,36,37,37,36
36,36,37,37,36,36,37,37,36,36
36,37,37,36,36,37,37,36,36,37
37,37,36,36,37,37,36,36,37,37
37,36,36,37,37,36,36,37,37,37
36,36,37,37,36,36,37,37,37,37
36,37,37,36,36,37,37,37,37,37
37,37,36,36,37,37,37,37,37,37
37,36,36,37,37,37,37,37,37,37
36,36,37,37,37,37,37,37,37,37
36,37,37,37,37,37,37,37,37,36
37,37,37,37,37,37,37,37,36,36
37,37,37,37,37,37,37,36,36,37
37,37,37,37,37,37,36,36,37,37
37,37,37,37,37,36,36,37,37,36
37,37,37,37,36,36,37,37,36,36
37,37,37,36,36,37,37,36,36,37
37,37,36,36,37,37,36,36,37,37
37,36,36,37,37,36,36,37,37,36
36,36,37,37,36,36,37,37,36,36
36,37,37,36,36,37,37,36,36,37
37,37,36,36,37,37,36,36,37,37
37,36,36,37,37,36,36,37,37,36
36,36,37,37,36,36,37,37,36,36
36,37,37,36,36,37,37,36,36,37
37,37,36,36,37,37,36,36,37,37
37,36,36,37,37,36,36,37,37,36
36,36,37,37,36,36,37,37,36,36
36,37,37,36,36,37,37,36,36,37
37,37,36,36,37,37,36,36,37,37
37,36,36,37,37,36,36,37,37,37
36,36,37,37,36,36,37,37,37,37
36,37,37,36,36,37,37,37,37,37
37,37,36,36,37,37,37,37,37,37
37,36,36,37,37,37,37,37,37,38
36,36,37,37,37,37,37,37,38,38
36,37,37,37,37,37,37,38,38,37
37,37,37,37,37,37,38,38,37,37
37,37,37,37,37,38,38,37,37,37
37,37,37,37,38,38,37,37,37,37
37,37,37,38,38,37,37,37,37,36
37,37,38,38,37,37,37,37,36,36
37,38,38,37,37,37,37,36,36,38
38,38,37,37,37,37,36,36,38,38
38,37,37,37,37,36,36,38,38,37
37,37,37,37,36,36,38,38,37,37
37,37,37,36,36,38,38,37,37,38
37,37,36,36,38,38,37,37,38,38
37,36,36,38,38,37,37,38,38,37
36,36,38,38,37,37,38,38,37,37
36,38,38,37,37,38,38,37,37,38
38,38,37,37,38,38,37,37,38,38
38,37,37,38,38,37,37,38,38,38
37,37,38,38,37,37,38,38,38,38
37,38,38,37,37,38,38,38,38,37
38,38,37,37,38,38,38,38,37,37
38,37,37,38,38,38,38,37,37,37
37,37,38,38,38,38,37,37,37,37
37,38,38,38,38,37,37,37,37,37
38,38,38,38,37,37,37,37,37,37
38,38,38,37,37,37,37,37,37,37
38,38,37,37,37,37,37,37,37,37
38,37,37,37,37,37,37,37,37,37
37,37,37,37,37,37,37,37,37,37
37,37,37,37,37,37,37,37,37,38
37,37,37,37,37,37,37,37,38,38
37,37,37,37,37,37,37,38,38,37
37,37,37,37,37,37,38,38,37,37
37,37,37,37,37,38,38,37,37,37
37,37,37,37,38,38,37,37,37,37
37,37,37,38,38,37,37,37,37,37
37,37,38,38,37,37,37,37,37,37
37,38,38,37,37,37,37,37,37,38
38,38,37,37,37,37,37,37,38,38
38,37,37,37,37,37,37,38,38,37
37,37,37,37,37,37,38,38,37,37
37,37,37,37,37,38,38,37,37,38
37,37,37,37,38,38,37,37,38,38
37,37,37,38,38,37,37,38,38,37
37,37,38,38,37,37,38,38,37,37
37,38,38,37,37,38,38,37,37,38
38,38,37,37,38,38,37,37,38,38
38,37,37,38,38,37,37,38,38,38
37,37,38,38,37,37,38,38,38,38
37,38,38,37,37,38,38,38,38,37
38,38,37,37,38,38,38,38,37,37
38,37,37,38,38,38,38,37,37,38
37,37,38,38,38,38,37,37,38,38
37,38,38,38,38,37,37,38,38,39
38,38,38,38,37,37,38,38,39,39
38,38,38,37,37,38,38,39,39,38
38,38,37,37,38,38,39,39,38,38
38,37,37,38,38,39,39,38,38,37
37,37,38,38,39,39,38,38,37,37
37,38,38,39,39,38,38,37,37,38
38,38,39,39,38,38,37,37,38,38
38,39,39,38,38,37,37,38,38,37
39,39,38,38,37,37,38,38,37,37
39,38,38,37,37,38,38,37,37,38
38,38,37,37,38,38,37,37,38,38
38,37,37,38,38,37,37,38,38,37
37,37,38,38,37,37,38,38,37,37
37,38,38,37,37,38,38,37,37,38
38,38,37,37,38,38,37,37,38,38
38,37,37,38,38,37,37,38,38,37
37,37,38,38,37,37,38,38,37,37
37,38,38,37,37,38,38,37,37,38
38,38,37,37,38,38,37,37,38,38
38,37,37,38,38,37,37,38,38,36
37,37,38,38,37,37,38,38,36,36
37,38,38,37,37,38,38,36,36,38
38,38,37,37,38,38,36,36,38,38
38,37,37,38,38,36,36,38,38,37
37,37,38,38,36,36,38,38,37,37
37,38,38,36,36,38,38,37,37,38
38,38,36,36,38,38,37,37,38,38
38,36,36,38,38,37,37,38,38,37
36,36,38,38,37,37,38,38,37,37
36,38,38,37,37,38,38,37,37,38
38,38,37,37,38,38,37,37,38,38
38,37,37,38,38,37,37,38,38,38
37,37,38,38,37,37,38,38,38,38
37,38,38,37,37,38,38,38,38,37
38,38,37,37,38,38,38,38,37,37
38,37,37,38,38,38,38,37,37,38
37,37,38,38,38,38,37,37,38,38
37,38,38,38,38,37,37,38,38,38
38,38,38,38,37,37,38,38,38,38
38,38,38,37,37,38,38,38,38,37
38,38,37,37,38,38,38,38,37,37
38,37,37,38,38,38,38,37,37,38
37,37,38,38,38,38,37,37,38,38
37,38,38,38,38,37,37,38,38,37
38,38,38,38,37,37,38,38,37,37
38,38,38,37,37,38,38,37,37,38
38,38,37,37,38,38,37,37,38,38
38,37,37,38,38,37,37,38,38,39
37,37,38,38,37,37,38,38,39,39
37,38,38,37,37,38,38,39,39,37
38,38,37,37,38,38,39,39,37,37
38,37,37,38,38,39,39,37,37,39
37,37,38,38,39,39,37,37,39,39
37,38,38,39,39,37,37,39,39,38
38,38,39,39,37,37,39,39,38,38
38,39,39,37,37,39,39,38,38,39
39,39,37,37,39,39,38,38,39,39
39,37,37,39,39,38,38,39,39,38
37,37,39,39,38,38,39,39,38,38
37,39,39,38,38,39,39,38,38,39
39,39,38,38,39,39,38,38,39,39
39,38,38,39,39,38,38,39,39,38
38,38,39,39,38,38,39,39,38,38
38,39,39,38,38,39,39,38,38,39
39,39,38,38,39,39,38,38,39,39
39,38,38,39,39,38,38,39,39,38
38,38,39,39,38,38,39,39,38,38
38,39,39,38,38,39,39,38,38,38
39,39,38,38,39,39,38,38,38,38
39,38,38,39,39,38,38,38,38,39
38,38,39,39,38,38,38,38,39,39
38,39,39,38,38,38,38,39,39,39
39,39,38,38,38,38,39,39,39,39
39,38,38,38,38,39,39,39,39,39
38,38,38,38,39,39,39,39,39,39
38,38,38,39,39,39,39,39,39,39
38,38,39,39,39,39,39,39,39,39
38,39,39,39,39,39,39,39,39,39
39,39,39,39,39,39,39,39,39,39
39,39,39,39,39,39,39,39,39,39
39,39,39,39,39,39,39,39,39,39
39,39,39,39,39,39,39,39,39,38
39,39,39,39,39,39,39,39,38,38
39,39,39,39,39,39,39,38,38,38
39,39,39,39,39,39,38,38,38,38
39,39,39,39,39,38,38,38,38,38
39,39,39,39,38,38,38,38,38,38
39,39,39,38,38,38,38,38,38,39
39,39,38,38,38,38,38,38,39,39
39,38,38,38,38,38,38,39,39,39
38,38,38,38,38,38,39,39,39,39
38,38,38,38,38,39,39,39,39,40
38,38,38,38,39,39,39,39,40,39
38,38,38,39,39,39,39,40,39,40
38,38,39,39,39,39,40,39,40,39
38,39,39,39,39,40,39,40,39,40
39,39,39,39,40,39,40,39,40,40
39,39,39,40,39,40,39,40,40,40
39,39,40,39,40,39,40,40,40,39
39,40,39,40,39,40,40,40,39,40
40,39,40,39,40,40,40,39,40,39
39,40,39,40,40,40,39,40,39,40
40,39,40,40,40,39,40,39,40,41
39,40,40,40,39,40,39,40,41,40
40,40,40,39,40,39,40,41,40,41
40,40,39,40,39,40,41,40,41,40
40,39,40,39,40,41,40,41,40,40
39,40,39,40,41,40,41,40,40,41
40,39,40,41,40,41,40,40,41,41
39,40,41,40,41,40,40,41,41,40
40,41,40,41,40,40,41,41,40,40
41,40,41,40,40,41,41,40,40,41
40,41,40,40,41,41,40,40,41,41
41,40,40,41,41,40,40,41,41,41
40,40,41,41,40,40,41,41,41,41
40,41,41,40,40,41,41,41,41,40
41,41,40,40,41,41,41,41,40,40
41,40,40,41,41,41,41,40,40,41
40,40,41,41,41,41,40,40,41,41
40,41,41,41,41,40,40,41,41,40
41,41,41,41,40,40,41,41,40,40
41,41,41,40,40,41,41,40,40,41
41,41,40,40,41,41,40,40,41,41
41,40,40,41,41,40,40,41,41,40
40,40,41,41,40,40,41,41,40,40
40,41,41,40,40,41,41,40,40,41
41,41,40,40,41,41,40,40,41,42
41,40,40,41,41,40,40,41,42,41
40,40,41,41,40,40,41,42,41,42
40,41,41,40,40,41,42,41,42,42
41,41,40,40,41,42,41,42,42,41
41,40,40,41,42,41,42,42,41,41
40,40,41,42,41,42,42,41,41,42
40,41,42,41,42,42,41,41,42,41
41,42,41,42,42,41,41,42,41,42
42,41,42,42,41,41,42,41,42,43
41,42,42,41,41,42,41,42,43,42
42,42,41,41,42,41,42,43,42,41
42,41,41,42,41,42,43,42,41,42
41,41,42,41,42,43,42,41,42,43
